Label	Category	ENG	PL
Mission_Skip10Weeks_Description	Mission	Do nothing for 10 weeks.\n\n<i>Just in case you're curious what happens.</i>	Nie rób nic przez 10 tygodni.\n\n<i>Na wypadek, jakbyś był ciekawy, co się stanie.</i>
Mission_Skip3Weeks	Mission	Skip 3 Weeks	Pomiń 3 Tygodni
Mission_Skip3Weeks_Description	Mission	Do nothing for 3 weeks.\n\n<i>Just in case you're curious what happens.</i>	Nie rób nic przez 3 tygodni.\n\n<i>Na wypadek, jakbyś był ciekawy, co się stanie.</i>
Mission_SkipToWeek51	Mission	Skip to Week 51	Przeskocz do Tygodnia 51
Mission_SkipToWeek51_Description	Mission	Do nothing until week 51.\n\n<i>Just in case you're curious what happens.</i>	Nie rób nic do 51 tygodnia.\n\n<i>Na wypadek, jakbyś był ciekawy, co się stanie.</i>
Mission_EliminateGroup	Mission	Arrest Criminals	Aresztuj Kryminalistów
Mission_EliminateGroup_Description	Mission	Defeat a group of enemies:{0}\n\n<i>A group of criminals has recently started causing trouble. Given your current strength, you should be able to deal with them all on your own.</i>	Pokonaj grupę wrogów:{0}\n\n<i>Grupa kryminalistów ostatnio zaczęła sprawiać problemy. Przy twojej obecnej sile, powinieneś dać sobie z nimi radę w pojedynkę.</i>
Mission_EliminateBoss	Mission	Rematch: {0}	Rewanż: {0}
Mission_EliminateBoss_Description	Mission	Defeat {0}.\n\n<i>Think back to a powerful 'Awakened' you've previously defeated. How did you manage to overcome them? What did you learn? And who knows, perhaps the mental spar will give you inspiration to craft a piece of equipment they have used against you.	Pokonaj {0}.\n\n<i>Wróć myślami do potężnego 'Autarchy', którego już pokonałeś. Jakim sposobem udało ci się go przezwyciężyć? Czego się nauczyłeś? I kto wie, może ten myślowy pojedynek napełni cię inspiracją do stworzenia ekwipunku, który został poprzednio użyty przeciw tobie.</i>
Mission_EliminateElites	Mission	Subdue Enforcers	Pokonaj Autarchów
Mission_EliminateElites_Description	Mission	Defeat a group of powerful enemies:{0}\n\n<i>After your recent successes, Enforcers and their underlings banded together, posing a significant risk to the stability of the country. This is definitely not going to be a simple mission, so think twice whether you want to take this risk.</i>	Pokonaj grupę potężnych wrogów:{0}\n\n<i>Po twoich ostatnich sukcesach, Autarchowie i ich sługusy sprzymierzyli się, stanowiąc spore zagrożenie dla bezpieczeństwa kraju. To nie będzie prosta misja, więc pomyśl dwa razy zanim podejmiesz to ryzyko.</i>
Mission_FirstMission	Mission	Night Raid	Nocny Najazd
Mission_FirstMission_Description	Mission	Find a map leading to Laura's stolen shipment.\n\n<i>Knowing that he world will reset within a year, there's only one thing any sensible person would do: take out a loan! Unfortunately, Alex already did so recently, so now he needs to solve Laura's problem to secure more funds.</i>	Znajdź mapę prowadzącą do skradzionej przesyłki Laury.\n\n<i>Wiedząc, że świat zostanie zrestartowany po roku, każdy rozumny człowiek myślałby o jednym: wzięciu kredytu! Niestety, Alex zadłużył się już całkiem niedawno, więc będzie musiał rozwiązać problem Laury by pozyskać więcej środków.</i>
Mission_FitnessTraining	Mission	Fitness Training	Trening Zdrowotny
Mission_FitnessTraining_Description	Mission	Gain +{0} max [H]Health that is lost upon entering new cycle. All future Fitness Training will give +10[H]Health (+200 max).\n\n<i>Training your body will help you withstand powerful blows, although the effects won't carry over to the next cycle.</i>	Otrzymaj +{0} maksymalnego [H]Życia, które zostanie utracone przy wejściu w nowy cykl. Wszystkie przyszłe Treningi Zdrowotne będą dawały +10[H]Życia (+200 maks).\n\n<i>Trening ciała pozwoli ci wytrzymać potężniejsze ciosy, ale efekt nie przetrwa przejścia do następnego cyklu.</i>
Mission_EnduranceTraining	Mission	Endurance Training	Trening Wytrzymałości
Mission_EnduranceTraining_Description	Mission	Gain +{0} max [SB]Stagger Bar that is lost upon entering new cycle. All future Endurance Training will give +10[SB]Stagger Bar (+200 max).\n\n<i>Training your body will help you withstand powerful blows, although the effects won't carry over to the next cycle.</i>	Otrzymaj +{0} maksymalnego [SB]Pasku Zachwiania, które zostanie utracone przy wejściu w nowy cykl. Wszystkie przyszłe Treningi Wytrzymałości będą dawały +10[SB]Pasku Zachwiania (+200 maks).\n\n<i>Trening ciała pozwoli ci wytrzymać potężniejsze ciosy, ale efekt nie przetrwa przejścia do następnego cyklu.</i>
Mission_DailyJob	Mission	Daily Job	Dzienna Praca
Mission_DailyJob_Description	Mission	Earn between {0} and {1} gold.\n\n<i>A skilled warrior's services are often needed even in mundane, non-threatening circumstances. The lack of risk does affect the wage though.</i>	Zarób między {0} i {1} złota.\n\n<i>Usługi zdolnego wojownika są potrzebne nawet do codziennych, bezpiecznych prac. Brak ryzyka jest niestety odzwierciedlony w wielkości wypłaty.</i>
Mission_FinalShowdown	Mission	The Final Showdown	Ostateczne Starcie
Mission_FinalShowdown1and2_Description	Mission	Face off against Drake in his full power.\n\n<i>You may have better chances in the future, but there's no harm in trying to finish Drake before the 3rd cycle. In the worst case, you still get another chance.</i>	Od następnego cyklu, Aktywność 'Inwestycja w Rynek' generuje więcej złota (między {0} i {1} -> między {2} i {3}).\n\n<i>Choć z Alexa żaden biznesmen, znajomość przyszłości pozwala praktycznie każdemu zbić fortunę, co sam Drake udowodnił 10 lat temu.</i>
Mission_FinalShowdown3_Description	Mission	Face off against Drake in his full power.\n\n<i>This is it. This is the moment you've been building your strength for. Failure is not an option. This is the last chance to make things right.</i>	Od następnego cyklu, Aktywność 'Inwestycja w Rynek' generuje więcej złota (między {0} i {1} -> między {2} i {3}).\n\n<i>Choć z Alexa żaden biznesmen, znajomość przyszłości pozwala praktycznie każdemu zbić fortunę, co sam Drake udowodnił 10 lat temu.</i>
Mission_MeetingWithLaura	Mission	Meeting with Laura	Spotkanie z Laurą
Mission_MeetingWithLaura_Description	Mission	Meet Laura and discuss a plan of action.\n\n<i>Although Alex has been avoiding Laura for the last 8 years, recent events forced him to seek her help once again.</i>	Przejdź do następnego cyklu bez starcia z Drake.\n\n<i>Choć Alex unikał Laury przez ostatnie 8 lat, ostatnie wydarzenia zmusiły go do raz jeszcze poproszenia jej o pomoc.</i>
Mission_GiveUpOnThisCycle	Mission	Go to next cycle	Rozpocznij następny cykl
Mission_GiveUpOnThisCycle_Description	Mission	Move onto next cycle without challenging Drake.\n\n<i>There's no shame in admitting one's weakness, especially where there's going to be more chances in the future... or in the past.</i>	Przejdź do następnego cyklu bez starcia z Drake.\n\n<i>Nie ma nic wstydliwego w uznaniu swojego wybrakowania, zwłaszcza jeśli czeka na ciebie więcej szans w przyszłości... lub przeszłości.</i>
Mission_CombatTraining	Mission	Combat Training	Trening Bojowy
Mission_CombatTraining_Description	Mission	Gain {0} experience points.\n\n<i>To regain his former prowess, Alex can practice alone, without any risk of getting hurt.</i>	Otrzymaj {0} punktów doświadczenia.\n\n<i>By odzyskać utraconą biegłość, Alex może ćwiczyć samemu, unikając przy tym ryzyka odniesienia obrażeń.</i>
Mission_CombatExploration	Mission	Combat Exploration	Bojowa Eksploracja
Mission_CombatExploration_Description	Mission	Clear out a vast area. You can finish the mission upon eliminating at least 50% of enemies.\n\n<i>Some areas end up hijacked by hostile gangs of criminals. In cases like these, it's up to Enforcers like Alex to clear out the premises.</i>	Wyczyść duży obszar z wrogów. Możesz zakończyć misję w momencie, gdy wyeliminujesz przynajmniej 50% wrogów.\n\n<i>Niektóre obszary zostają przejęte przez groźne gangi przestępców. W tych przypadkach, to Autarchowie tacy jak Alex muszą oczyścić teren.</i>
Mission_TimeAttack	Mission	Time Attack	Wyścig z Czasem
Mission_TimeAttack_Description	Mission	Defeat as many enemies as possible within 3 minutes.\n\n<i>Sometimes, every second counts. The more enemies you defeat, the less damage they can do to a particularly important location.</i>	Pokonaj jak najwięcej wrogów w ciągu 3 minut\n\n<i>Są momenty, gdy liczy się każda sekunda. Im więcej wrogów pokonasz, tym mniej zniszczeń będą oni w stanie wyrządzić ważnym lokacjom.</i>
Mission_Destructibles	Mission	Neutralize Hazards	Zneutralizuj Zagrożenia
Mission_Destructibles_Description	Mission	Destroy barrels while under attack by powerful enemies.\n\n<i>Shipment with particularly harmful substances has been seized. Unfortunately, a particularly powerful criminal gang was behind it. You need to neutralize the harmful shipment while being attacked by superior forces.</i>	Zniszcz baryłki podczas bycia atakowanym przez potężnych wrogów.\n\n<i>Przesyłka pełna wyjątkowo groźnymi substancjami została przechwycona. Niestety stoi za tym wyjątkowo groźna grupa przestępców. Musisz zneutralizować przesyłkę podczas bycia atakowanym przez o wiele silniejszych przeciwników.</i>
Mission_Race	Mission	Defuse Race	Wyścig Rozbrojeniowy
Mission_Race_Description	Mission	Run through a dangerous area filled with enemies and defuse bomb at the end. Rewards scale with speed of completion.\n\n<i>Sometimes, defeating enemies has to wait. In this case, a bomb threat has been identified, and Alex is the only person close enough to respond. Reaching the bomb and defusing it is all that matters in this mission.</i>	\n\n<i></i>
Mission_CompleteChallenge	Mission	Complete a Challenge	Ukończ Wyzwanie
Mission_CompleteChallenge_Description	Mission	Complete an objective with a set assortment of stances, Techniques and items.\n\n<i>Thanks to Laura's new invention, it is possible to see glimpses of futures that could have been. Here, you will face one such vision: whether you'll be able to overcome it is left to be seen.</i>	\n\n<i></i>
Mission_CompleteSurvival	Mission	Survive 10 Rounds	Przetrwaj 10 Rund
Mission_CompleteSurvival_Description	Mission	Survive through 10 rounds of enemies. In this mission, you start from [Experience]Level 1 (real [Experience]Level not affected). Next time you attempt this mission, continue from where you left off, up until [Experience]Level 50. Current progress: {0}/{1}.\n\n<i>Thanks to Laura's new invention, it is possible to see glimpses of futures that could have been. No better opportunity to try out a different fighting style.</i>	Przetrwaj atak ze strony 10 fal wrogów. W tej misji zaczynasz od [Experience]Poziomu 1 (prawdziwy [Experience]Poziom pozostaje bez zmian). Następnym razem gdy podejmiesz się tej misji, to będziesz kontynuował z momentu gdzie skończyłeś, aż do osiągnięcia [Experience]Poziomu 50. Obecny postęp: {0}/{1}.\n\n<i>Dzięki najnowszemu wynalazkowi Laury możliwym jest spojrzenie w wersje świata, które nie zaistniały. Nie ma lepszej okazji na wypróbowanie nowych stylów walki.</i>
Mission_MarketResearch	Mission	Market Research	Rozeznanie Rynku
Mission_MarketResearch_Description	Mission	Starting from next cycle, 'Market Investment' Activity generates more gold (between {0} and {1} -> between {2} and {3}).\n\n<i>Although Alex is no businessman, having knowledge of the future allows just about anyone to make a fortune, as Drake aptly demonstrated 10 years ago.</i>	Od następnego cyklu, Aktywność 'Inwestycja w Rynek' generuje więcej złota (między {0} i {1} -> między {2} i {3}).\n\n<i>Choć z Alexa żaden biznesmen, znajomość przyszłości pozwala praktycznie każdemu zbić fortunę, co sam Drake udowodnił 10 lat temu.</i>
Mission_MarketInvestments	Mission	Market Investment	Inwestycja w Rynek
Mission_MarketInvestments_Description	Mission	Pay 10,000 gold. After {0} weeks pass (Week {1}), gain between {2} and {3} gold.\n\n<i>Compared to a regular job, investing offers no immediate payoff and even carries a risk of incurring a loss. With that said, Alex's knowledge of the future sure can increase his odds.</i>	Zapłać 10,000 złota. Po {0} tygodniach (Tydzień {1}), otrzymaj między {2} i {3} złota.\n\n<i>W porównaniu do zwykłej pracy, inwestowanie nie oferuje żadnej natychmiastowej wypłaty, a nawet istnieje ryzyko utraty pieniędzy. Choć trzeba przyznać, że znajomość przyszłości ze strony Alexa może znacząco zwiększyć jego szanse.</i>
Mission_AnalyzeItem	Mission	Item Analysis	Analiza Przedmiotu
Mission_TrimvineExploration	Mission	Trimvine	Trimvine
Arena_1	Area	Arena	Arena
Area_SandboxArena	Area	Sandbox Arena	Dobierana Arena
Area_FirstMission	Area	Remote Warehouse	Odległy Magazyn
Area_Trimvine	Area	Trimvine	Trimvine
Area_Trimvine_LaurasLab	Area	Laura's Workshop	Warsztat Laury
Area_IgnisManor	Area	Ignis Manor	Dwór Ignis
Area_IgnisManor_Graves	Area	Ignis Manor	Dwór Ignis
Area_IgnisVolcano	Area	Ignis Volcano	Wulkan Ignis
Area_IgnisVolcano_Summit	Area	Ignis Volcano	Wulkan Ignis
Area_IgnisManorOnFire	Area	Burning Ignis Manor	Płonący Dwór Ignis
Warehouse_FirstMission	Area	Bandit Bunker	Bunkier Bandytów
Forest_FirstMission	Area	Forest near Trimvine	Las niedaleko Trimvine
TutorialTitlePerfectBlockWindow	Tutorial	Advanced: Riposte Timing	Zaawansowane: Aktywowanie Riposty
TutorialDescriptionPerfectBlockWindowSimple	Tutorial	Repeatedly pressing [BlockButtonPress] makes Riposte harder to execute. It's better to Block only once, just before an attack reaches.	Kilkukrotne wciskanie [BlockButtonPress] czyni Ripostę trudniejszą do wyprowadzenia. Lepiej jest Blokować tylko raz, tuż przed otrzymaniem ataku.
TutorialDescriptionPerfectBlockWindowDetailed	Tutorial	Pressing [BlockButtonPress] before you take [Damage]Damage will result in a Riposte (except some special attacks).\n\nThe default timing window is 0.5 second, but it's decreased for each block performed in the last few seconds, and resets upon successful Riposte.\n\nAs a result, it's better to only press [BlockButtonPress] once just before an attack reaches instead of pressing it repeatedly (and shortening the Riposte timing window).	Wciśnięcie [BlockButtonPress] tuż przed otrzymaniem [Damage]Obrażeń prowadzi do Riposty (oprócz niektórych ataków specjalnych).\n\nDomyślny dopuszczony przedział czasu to 0.5 sekundy, ale zmniejsza się z każdy wykonanym blokiem w ciągu ostatnich kilku sekund, i resetuje się po udanej Ripoście.\n\nZ tego powodu lepiej jest kliknąć [BlockButtonPress] raz tuż przed otrzymaniem ataku zamiast ciągle wciskać przycisk (i tym samym zmniejszać przedział czasu Riposty).
TutorialTitleBasicAttacks	Tutorial	Basic Attacks	Ataki Podstawowe
TutorialDescriptionBasicAttacksDetailed	Tutorial	Press [BasicAttackButtonPress] to perform a Basic Attack that deals moderate amount of [I]Injury and a bit of [S]Stagger.\n\nPress the button again to create a Basic Attack combo (dealing more [I]Injury and [S]Stagger).\n\nAt any time during combo, hold the button to perform a Strong Basic Attack, dealing much more [S]Stagger than a regular Basic Attack.	Wciśnij [BasicAttackButtonPress] aby wyprowadzić Podstawowy Atak, zadający przeciętną ilość [I]Zranienia i odrobinę [S]Zachwiania.\n\nWciśnij przycisk ponownie by wyprowadzić kolejny atak, tworząc kombinację (zadającą więcej [I]Obrażeń i [S]Zachwiania).\n\nW którymkolwiek momencie kombinacji możesz przytrzymać przycisk, aby wykonać Silny Podstawowy Atak, zadający ogromną ilość [S]Zachwiania.
TutorialDescriptionBasicAttacksSimple	Tutorial	Press [BasicAttackButtonPress] to attack.\n\nPress button again to create a combo.\n\nHold the button to perform a stronger attack that finishes the combo.	Wciśnij [BasicAttackButtonPress] by zaatakować.\n\nWciśnij przycisk podobnie, aby wykonać kombinację ataków.\n\nPrzytrzymaj przycisk by wyprowadzić mocniejszy atak kończący kombinację.
TutorialTitleHealthAndStagger	Tutorial	Health and Stagger	Życie i Zachwianie
TutorialDescriptionHealthAndStaggerDetailed	Tutorial	Player's [H]Health is represented by a red bar in the upper-left corner or the screen (or above enemy heads). When this value falls to 0, the unit is defeated.\n\n[SB]Stagger Bar (represented by the purple bar below the health bar) is depleted by rare, powerful attacks. When the bar is filled, the unit suffers from [Staggered]Staggered, becoming helpless towards all attacks and receiving special effects from some Techniques.\n\nBy default, Player regenerates 2% of total [SB]Stagger Bar each second.\n\nTaking more than 20% of the unit's [SB]Stagger Bar in one hit causes it to Flinch and stop its current action.	[H]Życie Gracza jest reprezentowane przez czerwony pasek w lewym-górnym rogu ekranu (lub nad głowami przeciwników). Kiedy ta wartość spadnie do 0, dana jednostka zostaje pokonana.\n\n[SB]Pasek Zachwiania (reprezentowany przez fioletowy pasek pod paskiem życia) jest zmniejszany przez rzadkie, potężne ataki. Kiedy pasek się wypełni, jednostka jest [Staggered]Przełamana, czyniąc ją bezsilną na ataki i sprawiając że otrzymuje specjalne efekty od niektórych Technik.\n\nDomyślnie gracz odzyskuje 2% paska Zachwiania co sekundę.\n\nUtrata więcej niż 20% [SB]Paska Zachwiania od jednego uderzenia sprawia że jednostka się Wzdryga, przerywając jej obecną czynność.
TutorialDescriptionHealthAndStaggerSimple	Tutorial	When a unit's [H]Health (red bar) falls to 0, the unit is defeated.\n\nWhen an enemy's [SB]Stagger Bar (purple) fills up, that enemy suffers [Staggered]Staggered.	Kiedy [H]Życie jednostki (czerwony pasek) spadnie do 0, jednostka ta zostaje pokonana.\n\nKiedy [SB]Pasek Zachwiania jednostki (fioletowy) wypełnia się, otrzymuje ona [Staggered]Przełamanie.
TutorialTitlePlayerStaggered	Tutorial	Player Staggered	Zachwiany Gracz
TutorialDescriptionPlayerStaggeredSimple	Tutorial	When player's [SB]Stagger Bar (purple) fills up, he suffers a different type of [Staggered]Staggered.\n\nPlayer can still move and act, but he is greatly weakened and slowed, and takes some damage even when successfully dodging or blocking attacks.	Kiedy [SB]Pasek Zachwiania gracza (fioletowy pasek) wypełni się, nakładany jest inny typ [Staggered]Przełamania niż u wrogów.\n\nGracz nadal może się poruszać i działać, ale jest o wiele słabszy, oraz otrzymuje nieco obrażeń nawet kiedy uda mu się uniknąć lub zablokować atak.
TutorialDescriptionPlayerStaggeredDetailed	Tutorial	When player's [SB]Stagger Bar (purple) fills up, he suffers a different type of [Staggered]Staggered than enemies.\n\nPlayer can still move and act, but he receives -30%[AS]Attack Speed and [SP]Movement Speed debuffs, -50% [D]Damage, [T]Tenacity and [C]Control debuffs, and receives 50% of [S]Stagger as [I]Injury instead.\n\nBlocking and Dodging attacks cause player to take 25% [D]Damage instead of full hit.\n\nPerforming Ripostes and Counters shortens the remaining duration of player's [Staggered]Staggered (by 10% and 30% respectively).	Kiedy [SB]Pasek Zachwiania gracza (fioletowy pasek) wypełni się, nakładany jest inny typ [Staggered]Przełamania niż u wrogów.\n\nGracz nadal może się on poruszać i działać, ale jego [AS]Prędkość Ataku i [SP]Ruchu jest zmniejszona o 30%, zadawane [D]Obrażenia, [T]Wytrzymałość i [C]Kontrola o 50%, oraz 50% otrzymanego [S]Zachwiania jest otrzymywane jako [I]Zranienie.\n\nBlokowanie i Uniki sprawiają, że gracz otrzymuje 25% [D]Obrażeń zamiast pełnego trafienia.\n\nWykonywanie Ripost i Kontr zmniejsza pozostały czas trwania [Staggered]Przełamania gracza (odpowiednio o 10% i 30%)
TutorialTitleBlocking	Tutorial	Blocking	Blokowanie
Effect_TechniquesBlockedIndicator	Tutorial	Blocked	Zablokowane
TutorialDescriptionBlockingDetailed	Tutorial	You can hold [BlockButtonPress] to start Blocking incoming attacks.\n\nIn 'Challenge' mode, special attacks break through Block (unless that special attack is countered by Block).\n\nBlocking causes player to receive 10% of [I]Injury and 50% of [S]Stagger as [I]Stagger. As such, it's better to Dodge attacks that inflict high [S]Stagger instead of blocking.\n\nIn 'Story' mode, [D]Damage taken from blocking halved.	Możesz przytrzymać [BlockButtonPress] by zacząć Blokować nadciągające ataki.\n\nW trybie 'Wyzwanie', specjalne ataki przebijają się przez Blok (chyba że dany atak jest kontrowany przez Blok).\n\nBlokowanie sprawia, że gracz otrzymuje 10% [I]Zranienia oraz 50% [S]Zachwiania jako [I]Zachwianie. W wyniku tego lepiej jest Unikać ataków zadających dużo [S]Zachwiania zamiast je blokować.\n\nW trybie 'Fabularnym' [D]Obrażenia od blokowania są zmniejszone o pół.
TutorialDescriptionBlockingSimple	Tutorial	Hold [BlockButtonPress] to Block attacks.\n\nIn 'Challenge' mode, special attacks break through Block.\n\nBlocking is better against [I]Injury attacks, but weaker against [S]Stagger attacks.	Przytrzymaj [BlockButtonPress] aby Blokować ataki.\n\nW trybie 'Wyzwanie', specjalne ataki przebijają się przez Blok.\n\nBlokowanie jest lepsze przeciwko atakom zadającym [I]Zranienie, ale gorsze przeciwko atakom zadającym [S]Zachwianie.
TutorialTitleRiposting	Tutorial	Riposting	Ripostowanie
TutorialDescriptionRipostingDetailed	Tutorial	Performing a Block just before an attack hits causes the player to execute a Riposte, dealing some [I]Injury and massive [S]Stagger to the opponent.\n\nBlocking a projectile just before it hits causes the player to knock it back towards its source.	Użycie Bloku tuż przed atakiem powoduje wykonanie Riposty, zadając nieco [I]Zranienia i ogromną ilość [S]Zachwiania przeciwnikowi.\n\nBlokowanie pocisków tuż przed trafieniem w gracza powoduje odbicie pocisku w stronę przeciwnika, które dany pocisk wystrzelił.
TutorialDescriptionRipostingSimple	Tutorial	Hold [BlockButtonPress] to block attacks. Block just before an attack to perform a riposte.	Przytrzymaj [BlockButtonPress] aby blokować ataki. Zablokuj tuż przed atakiem aby wykonać ripostę.
TutorialTitleDodging	Tutorial	Dodging	Unikanie
TutorialDescriptionDodgingDetailed	Tutorial	Press [DodgeButtonPress] to Dodge, avoiding all attacks except ones that specifically counter Dodging.\n\nDodging while moving forward results in a Roll.\n\nDodging while moving backwards results in a Backstep.	Możesz wcisnąć [DodgeButtonPress] aby wykonać Unik, unikając wszystkich ataków oprócz tych, które kontrują Uniki.\n\nUnikanie podczas ruchu naprzód skutkuje Przewrotem w Przód.\n\nUnikanie podczas ruchu do tyłu skutkuje Odskokiem.
TutorialDescriptionDodgingSimple	Tutorial	Press [DodgeButtonPress] to Dodge, avoiding most attacks.	Wciśnij [DodgeButtonPress] aby wykonać Unik, negując większość ataków.
TutorialTitleCountering	Tutorial	Countering Special Attacks	Kontrowanie Ataków Specjalnych
TutorialDescriptionCounteringDetailed	Tutorial	Powerful enemies can execute 'Special Attacks'. They cause a red warning sign to appear, and deal massive [I]Injury and/or [S]Stagger if not Countered correctly.\n\nThrusting attacks are Countered by Rolling into the enemy.\n\nWide, sweeping motions are Countered by Backstepping.\n\nStrong, winding attacks (from up to down) are Countered by Riposting the attack (Blocking just before receiving the attack).	Potężni przeciwnicy mogą wykonać 'Ataki Specjalne'. Tworzą one czerwone ostrzeżenie na przeciwniku, i zadają ogromną ilość [I]Zranienia i/lub [S]Zachwiania jeśli nie są poprawnie Skontrowane.\n\nPchnięcia są Kontrowane przez wykonanie Przewrotu w przód w stronę przeciwnika.\n\nSzerokie, zamiatające ruchy są Kontrowane poprzez Odskoki.\n\nPotężne, zamachiwane uderzenia (z góry na dół) są Kontrowane przez Ripostę (Blokowanie tuż przed otrzymaniem danego ataku).
TutorialDescriptionCounteringSimple	Tutorial	Attacks that display red warning sign can only be countered by a specific method: Riposting, Rolling (Dodging forward) or Backstepping (Dodging backwards).	Ataki które wyświetlają czerwone ostrzeżenie mogą być skontrowane tylko konkretnym sposobem: Ripostowaniem, Przewrotem w Przód (Unikiem w przód) lub Odskokiem (Unikiem do tyłu).
TutorialTitleInCombat	Tutorial	In Combat	W Walce
TutorialDescriptionInCombatDetailed	Tutorial	Attacking or being spotted by enemies causes player to enter combat, represented by the sword icon changing from green to red.\n\nSome effects or Techniques only activate when in combat or out of combat.\n\nTo exit combat, player has to defeat all enemies who are targeting him, or run away from them for long enough.	Atakowanie lub bycie spostrzeżonym przez przeciwników sprawia, że gracz otrzymuje status 'W Walce', reprezentowany przez zmianę ikonki mieczy z zielonej na czerwoną.\n\nNiektóre efekty i Techniki może wykorzystać tylko w walce lub poza walką.\n\nAby opuścić walkę, należy pokonać wszystkich przeciwników którzy atakują gracza, lub uciekać od nich wystarczająco długo.
TutorialDescriptionInCombatSimple	Tutorial	Attacking or being spotted causes you to enter 'In Combat' status.\n\nThe status is reset once all enemies are defeated, or slowly disappears when no enemies are nearby.	Atakowanie lub bycie spostrzeżonym sprawia, że otrzymujesz status 'W Walce'.\n\nStatus jest resetowany w momencie pokonania wszystkich przeciwników, lub powoli zanika jeśli nie ma w okolicy żadnego przeciwnika.
TutorialTitleEnergyAndAbilities	Tutorial	Energy and Techniques	Energia i Techniki
TutorialDescriptionEnergyAndAbilitiesDetailed	Tutorial	[E]Energy is a resource required to use special Techniques (icons and costs for which can be seen in lower right corner of the screen).\n\n[E]Energy is generated by: hitting enemies with Basic Attacks, receiving [I]Injury, Dodging, Blocking, Riposting and Countering enemy attacks, and inflicting [Staggered]Staggered.	[E]Energia jest zasobem potrzebnym do aktywowania specjalnych Technik (których ikony i koszt są widoczne w prawym dolnym rogu ekranu).\n\n[E]Energia jest generowana przez następujące czynności: Podstawowe Ataki, otrzymywanie [I]Zranienia, Unikanie, Blokowanie, Ripostowanie i Kontrowanie ataków przeciwnika, oraz nakładanie [Staggered]Przełamania.
TutorialDescriptionEnergyAndAbilitiesSimple	Tutorial	Techniques require [E]Energy to use, and have a [CD]Cooldown before they can be used again.\n\n[E]Energy is generated through combat from various sources.	Techniki wymagają energii do użycia, i mają [CD]Blokadę zanim mogą zostać ponownie użyte.\n\n[E]Energia jest generowana w walce z różnych źródeł.
TutorialTitleStances	Tutorial	Weapons and Stances	Bronie i Postawy
TutorialDescriptionStancesSimple	Tutorial	You can change currently used Weapon and Techniques by pressing [RotateStanceLeftButtonPress] or [RotateStanceRightButtonPress].	Możesz zmienić obecnie używaną Broń i Techniki wciskając [RotateStanceLeftButtonPress] lub [RotateStanceRightButtonPress].
TutorialDescriptionStancesDetailed	Tutorial	You have access to 3 different weapons ([Heavy]Heavy, [Light]Light and [Ranged]Ranged), and each have its own 'Stance' associated with it, representing different set of Basic Attacks and 4 Techniques.\n\nTo switch current Stance, press [RotateStanceLeftButtonPress] or [RotateStanceRightButtonPress].\n\nDifferent weapons specialize in different things ([AS]Attack Speed, [I]Injury, [S]Stagger, [Ranged]Range...), so you can adapt to the situation at hand.\n\nBasic Attacks using Ranged weapons consume ammo, which is restored at the start of each stage (and dropped by Bosses).	Masz dostęp do 3 różnych broni (Ciężkiej, Lekkiej i Zasięgowej). Każda z nich posiada własną 'Postawę', dającą dostęp do innego zestawu Podstawowych Ataków i 4 Technik.\n\nAby zmienić obecną Postawę, wciśnij [RotateStanceLeftButtonPress] lub [RotateStanceRightButtonPress].\n\nRóżne bronie specjalizują się w innych aspektach ([AS]Prędkości Ataku, [I]Zranieniu, [S]Zachwianiu, [Ranged]Zasięgu...), więc możesz dostosować się do obecnej sytuacji.\n\nPodstawowe Ataki przy użyciu broni Zasięgowej zużywają amunicję, która jest odnawiana na początku każdego poziomu (oraz upuszczane przez Bossów). 
TutorialTitleItems	Tutorial	Items	Przedmioty
TutorialDescriptionItemsDetailed	Tutorial	You can use equip items in menu's 'Inventory' tab.\n\nPress [UseItem1ButtonPress] to use Tool in quick-use slot 1, and [UseItem2ButtonPress] to use Tool in quick-use slot 2.\n\nAll currently equipped items are active in all Stances, with the exception of weapons. Only current Stance's weapon has its effects active.	Możesz zakładać przedmioty w zakładce 'Ekwipunek' w menu.\n\nWciśnij [UseItem1ButtonPress] by użyć Narzędzia na przycisku 1, i [UseItem2ButtonPress] by Narzędzia przedmiotu na przycisku 2.\n\nWszystkie obecnie założone przedmioty są aktywne we wszystkich Postawach. Aktywne są bonusy tylko broni obecnej Postawy.
TutorialDescriptionItemsSimple	Tutorial	You can equip items and assign Tools to quick use slots.\n\nTo use item 1, press [UseItem1ButtonPress]. For item 2, press [UseItem2ButtonPress].	Możesz zakładać przedmioty, oraz przypisać Narzędzia do przycisków szybkiego użycia.\n\nAby użyć przedmiotu 1, wciśnij [UseItem1ButtonPress]. Dla przedmiotu 2, wciśnij [UseItem2ButtonPress].
TutorialTitleTargeting	Tutorial	Targeting	Obieranie celu
TutorialDescriptionTargetingDetailed	Tutorial	You can press [ToggleTargetButtonPress] to target closest enemy.\n\nYou can press again to cycle between targets, or hold it to stop targeting.\n\nRanged attacks (and targeted Techniques such as Wind Blast) will aim at given target.\n\nIf no target is selected, then you can use [ManualAim] to target manually.	Możesz wcisnąć [ToggleTargetButtonPress] aby obrać najbliższego wroga jako cel.\n\nMożesz wcisnąć ponownie aby przejść do następnego celu, lub przytrzymać aby przestać celować.\n\nAtaki zasięgowe (i Techniki celowane takie jak Uderzenie Wichru) uderzą w stronę danego celu.\n\nJeśli żaden cel nie jest obrany, to możesz użyć [ManualAim] aby celować własnoręcznie.
