Label,Category,ENG,PL
GlaciesVillage_Cycle1FinaleGerrald_0,Dialogue,"You, Gerrald, are responsible for wiping the Glacies family out of existence. The power vacuum allowed Drake to gain way too much power.",
GlaciesVillage_Cycle1FinaleGerrald_10,Dialogue,"""You, Gerrald, are responsible for wiping the Glacies family out of existence. The power vacuum allowed Drake to gain way too much power,"" Alex said as he pointed towards Gerrald.",
GlaciesVillage_Cycle1FinaleGerrald_20,Dialogue,"For a few painfully long seconds, Gerrald did not responds. He seemed to be mulling over what Alex said. After a moment, he seemed to have made up his mind and said, ""You might be right. When I think about it, there's definitely merit to what you're saying.""",
GlaciesVillage_Cycle1FinaleGerrald_30,Dialogue,"""...You're accepting this more easily than I thought,"" Alex said, taken off-guard by Gerrald's compliant attitude.",
GlaciesVillage_Cycle1FinaleGerrald_40,Dialogue,"Because, believe it or not, it's a perspective I've never thought of,"" Gerrald said with a pained expression. ""But answer me this, Alex Wester: are you certain you wouldn't to the exact same thing in my position?",
GlaciesVillage_Cycle1FinaleGerrald_50,Dialogue,"Obviously it depends, but I can't imagine Glacies family being so bad that I would risk creating a power vacuum. There are way too many dangerous Enforcers just waiting for an opportunity to strike.",
GlaciesVillage_Cycle1FinaleGerrald_60,Dialogue,"So you're saying I should have just accepted 'the lesser evil', huh?"" Gerrald muttered and let out a heavy sigh. ""That may be so. But I hope your confidence doesn't wane when you find out more details in the future.",
GlaciesVillage_Cycle1FinaleConclusion_0,Dialogue,"Well, one way or another you reached a conclusion,"" Gerrald said as his gazed pierced straight through Alex. ""The question is: are you confident in your judgment? Are you certain that you made no mistakes, that the verdict you've reached is the right one?",
GlaciesVillage_Cycle1FinaleConclusion_5,Dialogue,"Well, one way or another you reached a conclusion. Even if it was really, <i>really</i> stupid,"" Gerrald said with clear disdain in his voice. ""The question is: are you confident in your judgment? Are you certain that you made no mistakes, that the verdict you've reached is the right one?",
GlaciesVillage_Cycle1FinaleConclusionConfidence_0,Dialogue,Yeah. There's no mistake in my judgment. I stand by my decision.,
GlaciesVillage_Cycle1FinaleConclusionConfidence_10,Dialogue,"""Yeah. There's no mistake in my judgment. I stand by my decision,"" Alex said with utmost confidence.",
GlaciesVillage_Cycle1FinaleConclusionConfidence_20,Dialogue,"""I see. What a Glacies-like answer. I suppose congratulation are in order,"" Gerrald said. Despite his words, he seemed quite conflicted whether to rejoice or feel annoyed.",
GlaciesVillage_Cycle1FinaleConclusionConfidence_30,Dialogue,"And? What's <i>your</i> verdict?"" Alex asked as he glared at Gerrald. ""Did I find the correct crime? Did I render the correct judgment?",
GlaciesVillage_Cycle1FinaleConclusionConfidence_40,Dialogue,"Why would that matter?"" Gerrald asked with a hint of amusement in his voice. ""In case you don't remember, you came here to refine your Glacies energy. And you don't do that by making the right decisions, but by having blind confidence in your decision-making. And you don't seem to be lacking in that department.",
GlaciesVillage_Cycle1FinaleConclusionConfidence_50,Dialogue,"...I see,"" Alex said, unable to hide his slight discontment. ""Now that you mention it, it <i>does</i> feel like something within me improved. Guess you understand Glacies energy better than I thought.",
GlaciesVillage_Cycle1FinaleConclusionConfidence_60,Dialogue,"...I see,"" Alex said, unable to hide his slight discontment. ""Now that you mention it, it <i>does</i> feel like something within me improved. Guess you understand Glacies energy better than I thought.",
GlaciesVillage_Cycle1FinaleConclusionConfidence_70,Dialogue,"It's not much, but it should do for now,"" Gerrald said as he clicked his tongue in disappointment. ""Drop by during the next cycle so we can refine it further.",
GlaciesVillage_Cycle1FinaleConclusionConfidence_80,Dialogue,You make it sound like you won't get your memories erased.,
GlaciesVillage_Cycle1FinaleConclusionConfidence_90,Dialogue,"""Because I won't,"" Gerrald said, but then interrupted Alex's question by raising his hand. ""And if you want to know more, seek out Iris. I'm here to train you, not provide you with free answers."" Without elaborating any further, Gerrald walked off, concluding Alex's visit in the Glacies territory for this cycle.",
GlaciesVillage_Cycle1FinaleConclusionConfidentHesitation_0,Dialogue,"There's no way I could ever be fully confident in a decision. But I <i>am</i> confident that I investigated everything I could, that I put in my best effort, and that the judgment I've reached is the best one I could make given the circumstances.",
GlaciesVillage_Cycle1FinaleConclusionConfidentHesitation_10,Dialogue,"""There's no way I could ever be fully confident in a decision. But I <i>am</i> confident that I investigated everything I could, that I put in my best effort, and that the judgment I've reached is the best one I could make given the circumstances,"" Alex said. Although his initial words might not inspire confidence, his voice was brimming with it.",
GlaciesVillage_Cycle1FinaleConclusionConfidentHesitation_20,Dialogue,"""For an Enforcer trying to acquire the Glacies energy, that answer could only earn you a failing grade,"" Gerrald said. Judging from his gaze, he did not seem anywhere near as disappointed as his words made him out to be.",
GlaciesVillage_Cycle1FinaleConclusionConfidentHesitation_30,Dialogue,"I'm here to improve my Glacies energy, not to repeat all mistakes that the Glacies family commited,"" Alex said as he shrugged his shoulders. ""If necessary, I will adjust the energy to fit my own beliefs rather than let it adjust <i>me</i>.",
GlaciesVillage_Cycle1FinaleConclusionConfidentHesitation_40,Dialogue,"An interesting perspective. If the Glacies family shared your outlook, perhaps they would not have ended up becoming the way they were,"" Gerrald said with a sigh. ""Anyway, I can't help but notice that your Glacies energy <i>did</i> improve,"" Gerrald said once he finished appraising Alex's newfound power. ""Drop by during the next cycle so we can refine it further.",
GlaciesVillage_Cycle1FinaleConclusionConfidentHesitation_50,Dialogue,You make it sound like you won't get your memories erased.,
GlaciesVillage_Cycle1FinaleConclusionConfidentHesitation_60,Dialogue,"""Because I won't,"" Gerrald said, but then interrupted Alex's question by raising his hand. ""And if you want to know more, seek out Iris. I'm here to train you, not provide you with free answers."" Without elaborating any further, Gerrald walked off, concluding Alex's visit in the Glacies territory for this cycle.",
GlaciesVillage_Cycle1FinaleConclusionHesitation_0,Dialogue,"""Let me think about it a bit more."" *Return to crime selection*",
GlaciesVillage_Cycle1FinaleLeave_0,Dialogue,"""I'm not ready to accuse anyone just yet."" *Leave for now*",
GlaciesVillage_Cycle2Intro_0,Dialogue,"As Alex approached the remote Glacies village, he was once again confronted by Gerrald who seemed to have been waiting for him. ""Ah, there you are. I thought it was about time you made it here.""",
GlaciesVillage_Cycle2Intro_10,Dialogue,"""Yeah, yeah. We both know you're spying on me, so no need to pretend you were just waiting here all this time,"" Alex said and sighed.",
GlaciesVillage_Cycle2Intro_20,Dialogue,"Oh yeah, we did have that conversation, didn't we?"" Gerrald said as he shrugged his shoulders. ""Anyway, I think I've reached the limit of what I can teach you as an outsider to the Glacies family.",
GlaciesVillage_Cycle2Intro_30,Dialogue,"Wait, you can't possibly mean-",
GlaciesVillage_Cycle2Intro_40,Dialogue,"Exactly,"" Gerrald said. Although his face was hidden by a mask, there was no doubt that a smile bloomed on his face. ""It just so happens that there's a remnant of the Glacies family hiding in this town. What a fortunate coincedence, is it not?",
GlaciesVillage_Cycle2Intro_50,Dialogue,"And why would a member of the Glacies family want to help me in any way, huh?"" Alex asked without hiding his frustration. ""While I never did them any harm, I <i>am</i> technically allied with someone they consider to be their nemesis.",
GlaciesVillage_Cycle2Intro_60,Dialogue,"I think you're underestimating her desperation,"" Gerrald said as he seemed to contemplate something for a moment. Before long, he spoke up again, ""Anyway, I've said my piece. It's up to you to decide what to do from now on.",
GlaciesVillage_Cycle2Intro_70,Dialogue,"""Guess I don't have much of a choice,"" Alex said as he turned his attention towards the village. He could not see Valerie anywhere, but it was no big surprise. She was supposed to be a fugitive, so finiding her should not be that trivial of a task.",
GlaciesVillage_ValerieNegotiation_0,Dialogue,"""What business do you have with me?"" Valerie asked with a wary gaze. Once again she must have witnessed him talking to Gerrald. After all, she confronted Alex about it in the first cycle.",
GlaciesVillage_ValerieNegotiation_10,Dialogue,"Alex decided to be upfront with his approach. ""I want to learn how to harness Glacies energy. And I learned from Gerrald that you would be the best teacher for that.""",
GlaciesVillage_ValerieNegotiation_20,Dialogue,"So you wish to learn the Glacies family's secret arts,"" the woman said as she seemed to weight the gains and losses. ""Very well. I somehow doubt that you'll be able to grasp the intricacies of our craft, but that's not my problem. But in return, I will need your help with a little something.",
GlaciesVillage_ValerieNegotiation_30,Dialogue,"""For some reason I have a feeling this 'something' is not all that little,"" Alex said, but was not particularly dismayed. He never hoped to receive Valerie's help for free.",
GlaciesVillage_ValerieNegotiation_40,Dialogue,"Ignoring Alex's quip, Valerie continued, ""I'm sure you're aware, but the Glacies family has quite the poor reputation around these parts.""",
GlaciesVillage_ValerieNegotiation_50,Dialogue,"To put it mildly,"" Alex said as he tried to keep a straight face. ""And you want to change that?",
GlaciesVillage_ValerieNegotiation_60,Dialogue,"Of course I do!"" Valerie exploded with emotions that must have accumulated over many years. ""Do you know how it feels to be blamed for things you've never done!? To be held accountable for crimes never commited!?",
GlaciesVillage_ValerieNegotiation_70,Dialogue,"I do, in fact,"" Alex said, recalling everything that happened back when Drake revealed his 'prophecy'. ""But that's besides the point. Wouldn't it be easier to simply improve <i>your</i> reptutation? Just say: 'Yeah, the Glacies family were real bastards, and I don't want to have anything to do with them!'",
GlaciesVillage_ValerieNegotiation_80,Dialogue,"You think that's ever gonna work?"" Valerie said as she shook her head. ""For as long as my Energy Core remains intact, I would be considered a member of the Glacies family. And if I were to give up my abilities, some crazy psychopath would ambush me and finish the job.",
GlaciesVillage_ValerieNegotiation_90,Dialogue,"Sure, there might be some truth to that,"" Alex said as he shrugged his shoulders. ""Anyway, I guess your reasoning doesn't matter as long as you uphold your end of the deal.",
GlaciesVillage_ValerieNegotiation_100,Dialogue,"Exactly! So from now on, you are the Glacies family's retainer,"" Valerie said with a satisfied smile. ""Now, let us depart! To remind those ungrateful citizens of the grace that the Glacies family has shown them!",
GlaciesVillage_GlaciesDiscussionBribes_0,Dialogue,"Once she heard a group of villagers discussing a particularly egregious punishment recently rendered by a local judge, Valerie pointed towards them with an excited expression. ""There! Remind those people of the brilliant and impartial judgments that the Glacies family rendered during their reign!""",
GlaciesVillage_GlaciesDiscussionBribes_10,Dialogue,"Although Alex could see where this was going, he simply sighed and got moving. ""Hey, I just happened to hear what you were discussing,"" Alex said as he tried to appear as friendly as possible. ""What do you think, would things be better if someone from the Glacies family took charge once again?""",
GlaciesVillage_GlaciesDiscussionBribes_20,Dialogue,"Alex expected some of the listeners to be bewildered, but was met with laughter instead. ""Ah, a classic one!"" said one man as he slapped his knee. ""I'm not wealthy enough yet to miss the times when the meaning of 'justice' was to give out a bigger bribe.""",
GlaciesVillage_GlaciesDiscussionBribes_30,Dialogue,"But there's one thing you have to admit, buddy: the Glacies family were just and impartial in one thing only: the one with the bigger sack of coin is always in the right.",
GlaciesVillage_GlaciesDiscussionBribes_40,Dialogue,"Yeah, remember that time when the biggest asshole around outbid my friend by just a few gold coins? Anyone else would screw over the guy just for the satisfaction of putting him in his place, but not the Glacies prick! Apparently there's nothing more important to them than a bit more gold in their pockets!",
GlaciesVillage_GlaciesDiscussionBribes_50,Dialogue,"I mean, if they at least gave back the money to the loser, you could change the name from a 'trial' to an 'auction', but no: they never gave the gold back, the greedy bastards.",
GlaciesVillage_GlaciesDiscussionBribes_60,Dialogue,"Well, they did end up giving the gold back, just not in a way they expected,"" the man laughed as they started recalling the Glacies massacre. ""To tell the truth, I didn't get even a single coin back then, but that hardly matters. Just knowing that the Glacies bastards are left with nothing to their name is worth more than any treasure!",
GlaciesVillage_GlaciesDiscussionBribes_70,Dialogue,"Yeah, couldn't put it any better!"" Alex said as he forced a smile on his face. He only heard rumours about the Glacies regions, so it was his first time learning that things were this bad. He returned to Valerie hiding behind the corner and said, ""I think this one is a lost cause.",
GlaciesVillage_GlaciesDiscussionBribes_80,Dialogue,"Y-yeah, those poor bastards are only remembering the bad parts. I-I'm sure that the Glacies family wasn't all that bad. Everyone was so nice to me when I was young,"" Valerie said, her confidence from before quite shaken. ""Anyway, let's continue our search. This was just one unlucky coincidence.",
GlaciesVillage_GlaciesDiscussionMerciless_0,Dialogue,"""O-okay, let's try asking someone else. Surely they'll remember all the good things the Glacies family has done for them,"" Valerie said, unsuccessfully trying to keep up her confident demeanor.",
GlaciesVillage_GlaciesDiscussionMerciless_10,Dialogue,"Although even more skeptical than before, Alex nonetheless followed Valerie's instructions. He approached the group who seemed to be discussing how this year's harvest was particularly bad. ""I'm not from around here. Were things any better back when the Glacies were in charge?""",
GlaciesVillage_GlaciesDiscussionMerciless_20,Dialogue,"Well, maybe,"" one of the men said begrudingly. ""Neither Gerrald nor the people he put in charge seem particularly interested in this backwater village. But since one of the older members of the Glacies family enjoyed one of the local specialities, he always made sure we were able to make ends meet.",
GlaciesVillage_GlaciesDiscussionMerciless_30,Dialogue,"I don't think we were all that special,"" a woman interrupted. ""The Glacies always demanded heavy taxes, but that also meant they made sure that there were enough people to collect taxes <i>from</i>,"" the woman added with a sigh. ""Gerrald and his followers brought a much more... cutthroat approach. With lower taxes, as long as you're doing well, you can get rich quickly, but...",
GlaciesVillage_GlaciesDiscussionMerciless_40,Dialogue,"...If you're not doing so hot, there won't be anyone making sure you're alive and well.",
GlaciesVillage_GlaciesDiscussionMerciless_50,Dialogue,"Surprised by the unexpected praise for the Glacies reign, Alex followed up with another question, ""So you're saying that you would prefer the Glacies were still in charge?""",
GlaciesVillage_GlaciesDiscussionMerciless_60,Dialogue,"Let's not get ahead of ourselves here,"" one of the men quickly showed his disaproval. ""Sure, when things get tought I kinda wish the Glacies were here to make sure we somewhow survive. But in the end, it didn't feel like 'living', but more like we were being 'kept alive'. Just enough to survive, but never enough to actually prosper.",
GlaciesVillage_GlaciesDiscussionMerciless_70,Dialogue,"That was insightful. Thank you for your time,"" Alex said as he gracefully bowed towards the villagers and returned to Valerie listening from afar. ""Seems like the Glacies family wasn't <i>all</i> that bad, huh?",
GlaciesVillage_GlaciesDiscussionMerciless_80,Dialogue,"But contrary to his expectations, Valerie did not seem particularly overjoyed by what she heard. ""...When I was a child, I heard my relatives talking how 'livestock' needs to be kept just barely alive so it doesn't rise up to bite its master. I always thought they were talking about an actual farm, with pigs and cows...""",
GlaciesVillage_GlaciesDiscussionMerciless_90,Dialogue,"""Oh, that's... unfortunate,"" Alex said, completely at a loss as to how react. ""Come on, surely there must have been some people from the Glacies family that were good! I'm sure that the next group will have something positive to say about them!"" Alex said. Before he noticed, he found himself emotionally invested in searching for good points of the Glacies family.",
GlaciesVillage_GlaciesDiscussionManhunts_0,Dialogue,"Alex noticed a group of older villagers discussing something in hushed tones. Seeing how much Valerie's mood had plummeted, Alex decided to take his chance and approached them. ""Excuse me, I'm new around these parts,"" Alex said as he showed a genuine smile and a graceful bow. ""I'm currently writing a chronicle describing the good and bad parts of different families. Naturally, the Glacies family had its fair share of the 'bad', but is there perhaps anything you could share about the 'good' parts of their rule?""",
GlaciesVillage_GlaciesDiscussionManhunts_10,Dialogue,"Most of the villagers simply shook their heads with a frowns on their faces, but one elderly woman stepped forward. ""It's not a story a share often, given how people react to any mention of the Glacies family... but I was an abandoned child, growing up in a destitute orphanage. It was the Glacies family who saved me from dying from hunger on the freezing streets.""",
GlaciesVillage_GlaciesDiscussionManhunts_20,Dialogue,"Oh, you did mention being hired as a cleaner in the Glacies mansion once,"" said another woman as she nodded her head. ""I heard it paid well, but I when I consider applying, people around me convinced me otherwise, saying it was a death trap. Guess they were just making things up, eh?",
GlaciesVillage_GlaciesDiscussionManhunts_30,Dialogue,"Contrary to the other woman's words, the first woman shook her head with a sad expression. ""No, my dear. Your friends did you a great favor. The Glacies have indeed paid me well for my service, but there's a certain... custom... that rendered all of it meaningless.""",
GlaciesVillage_GlaciesDiscussionManhunts_40,Dialogue,"Wait, you don't mean-"" said one of the men listening to the story. ""Were the stories about the 'manhunts' actually true!? I always assumed them to be just a stupid rumour! Guess you can't put <i>anything</i> past the Glacies family!",
GlaciesVillage_GlaciesDiscussionManhunts_50,Dialogue,"""Manhunts?"" Alex asked. He had a bad feeling about this conversation, but it was too late to back out of it now.",
GlaciesVillage_GlaciesDiscussionManhunts_60,Dialogue,"Oficially, it was considered a punishment,"" the woman said and let out a heavy sigh. ""Over the years, special servants of the Glacies family would write down every single mistake you made. Being late, serving the wrong food, those kinds of things. And once your term as a servant was about to expire, they would hold a trial. And the verdict was always the same: death penalty.",
GlaciesVillage_GlaciesDiscussionManhunts_70,Dialogue,"But you're still alive!"" exclaimed one of the men. ""How did you manage to survive?",
GlaciesVillage_GlaciesDiscussionManhunts_80,Dialogue,"Through sheer luck, obviously,"" the woman replied and let out yet another sigh. ""Each year, the Glacies would gather all condemned servants and hold a 'hunting festival'. For Enforcers, tracking and killing animals provided no joy, so they required a much more... engaging prey to keep things interesting.",
GlaciesVillage_GlaciesDiscussionManhunts_90,Dialogue,But you somehow managed to escape?,
GlaciesVillage_GlaciesDiscussionManhunts_100,Dialogue,"I hid under the corpse of my colleague,"" the woman said, grimacing as she recalled the ordeal. ""Once the Glaices killed someone, they avoided the corpse, considering it 'filthy'. And so, I managed to hold out until the 'manhunt' was finally finished.",
GlaciesVillage_GlaciesDiscussionManhunts_110,Dialogue,"That's a horrible thing you were forced to go through,"" Alex said without mincing words. ""But nothing about your story puts the Glacies in a positive light. Quite the opposite in fact.",
GlaciesVillage_GlaciesDiscussionManhunts_120,Dialogue,"Indeed. We're about to reach the crucial part,"" the woman said with a wry smile. ""Hiring me as a servant could not be considered a 'good deed', given the treatment they had prepared for those who were about to finish their term. To me, the Glacies family was always the embodiment of evil, with no redeeming qualities. And that's why what happened after the 'manhunt' was over baffled me so much.",
GlaciesVillage_GlaciesDiscussionManhunts_130,Dialogue,"Before they started hunting us, the Glacies promised us one thing: 'the last surviving sinner will be granted clemency'. Of course, none of us believed a word they said. They were evil incarnate, toying with us as they pleased. We all assumed that once there was only one person left alive, they would fill them with hope, only to toss them into the abyss once they least expected.",
GlaciesVillage_GlaciesDiscussionManhunts_140,Dialogue,"And yet, you're alive. So the Glacies kept their promise.",
GlaciesVillage_GlaciesDiscussionManhunts_150,Dialogue,"That they did,"" the woman said with a poignant expression. ""They congratulated me and set me free, even giving me some money for the road. I arrived at this village, every day spent waiting for a Glacies assassin to make one last heartbreaking reveal: that my 'clemency' was short-lived. And yet, as years passed, nobody came. The Glacies family never bothered me again, up until the very moment Gerrald came and dethroned them.",
GlaciesVillage_GlaciesDiscussionManhunts_160,Dialogue,"Vain pride, I suppose,"" one of the men said as he shook his head. ""They always prided themselves for making 'perfect judgments'. If they were to change their mind about your clemency, it would put their 'infalibility' into question.",
GlaciesVillage_GlaciesDiscussionManhunts_170,Dialogue,"Perhaps,"" the woman said with an indecipherable expression. ""And yet, to me it was that one, single time when the Glacies showed me a 'good' without any 'evil' waiting right behind it. And it continued to gnaw at me to this very day. Why did they do it? Why not just kill everyone?",
GlaciesVillage_GlaciesDiscussionManhunts_180,Dialogue,"There's no point in trying to understand what a bunch of psychopaths could have been thinking,"" concluded one of the men as he tried to encourage the woman. ""Well, there you have it, mister chronicler,"" he added as he turned towards Alex. ""A 'good' part of the Glacies family, whatever its worth. I hope it's enough to satisfy you.",
GlaciesVillage_GlaciesDiscussionManhunts_190,Dialogue,"""Most certainly. Thank you for sharing the story with me,"" Alex said as he showed a bitter smile. He ended up delivering a finishing blow to Valerie's already dwindling self-confidence. Now all that was left was to pick up the pieces.",
GlaciesVillage_GlaciesDiscussionManhunts_200,Dialogue,"As Alex approached Valerie, it was obvious she did not take the news well. ""So many people, and the only 'good' thing they had to say about the Glacies family was that time when they happened to kill only <i>almost</i> every innocent person they've employed? And that too most likely due to their vain sense of pride.""",
GlaciesVillage_GlaciesDiscussionManhunts_210,Dialogue,Don't let the sins of strangers define who you are.,
GlaciesVillage_GlaciesDiscussionManhunts_220,Dialogue,"But that's the thing, mr Alex Wester,"" Valerie said as she showed Alex a desperate look. ""They were no strangers to me. They were grandparents, uncles, aunts and siblings. And they all did depraved things like these where I couldn't see it. And if I was allowed to grow up, I would probably end up doing just the same, trying to fit in with the only people I cared about.",
GlaciesVillage_GlaciesDiscussionManhunts_230,Dialogue,"Seeing that Alex was trying to give some words of encouragement, Valerie stopped him and let out a weary sigh. ""I'll hold up my end of the deal. Let me teach you everything I know about the Glacies arts. And after that... let's find some place to rest,"" Valerie said, seemingly having given up on avoiding capture.",
GlaciesVillage_ValerieAndJonath_0,Dialogue,"Alex led Valerie to the tavern, hoping to uplift her spirits after the ordeal she just went through. ""I've never been to this place, you know? Way too likely that someone would recognize me here,"" Valerie said witha a weary smile on her face.",
GlaciesVillage_ValerieAndJonath_10,Dialogue,"""It's a chore, but you need to stand up for yourself whenever someone tries to accuse you. Don't let Glacies family keep you from living your life,"" Alex said as he sat down at one of the tables.",
GlaciesVillage_ValerieAndJonath_20,Dialogue,"""I... suppose you're right. I never really did anything worthy of persecu-"" Valerie said as she approached the seat opposite of Alex, but then her head snapped in direction of one of the tables. Before Alex could react, she put her hand up and fired off a salvo of icicles in the direction of one of the patrons.",
GlaciesVillage_ValerieAndJonath_30,Dialogue,"It took a few seconds for everything to sink in. The dead man lying on the floor was Jonath. The men gathered around him were too slow to react to the threat, and now that the technique was deactivated, they were clutching their heads and groaning in pain. ""I-"" Valerie said with a shaky voice. ""I was trained to, when detecting a mind-control type, too dangerous, remove the threat-"" she barely managed to force the words out of her throat.",
GlaciesVillage_ValerieAndJonath_40,Dialogue,"As the men came to their senses and saw what happened, one of them started shouting, ""What did you just do!? Jonath was innocent! He probably never even realized he was born with an ability!"" the man shouted without hiding his anger and pain. ""And you killed him! Without asking any questions, without trying to figure out the truth!""",
GlaciesVillage_ValerieAndJonath_50,Dialogue,"At first, it seemed like Valerie would try to explain herself. But then, as if something within her snapped, her shocked demeanor changed into one filled with haughty confidence. ""Who are you to question the judgment of a member of the esteemed Glacies family? My decision was absolute, and the sinner received his due punishment.""",
GlaciesVillage_ValerieAndJonath_60,Dialogue,"""You detestable wench!"" the man shouted and lunged at Valerie, completely enraged. But he was unable to get even close, since a layer of frost suddenly covered his body from top to bottom, restraining his movements.",
GlaciesVillage_ValerieAndJonath_70,Dialogue,"How utterly pathetic,"" Valerie said, her voice dripping with disdain. ""Get it through your heads, you pathetic maggots: there's only one person in this place capable of stopping me, and he's firmly on my side."" Valerie then turned towards Alex and asked. ""Isn't that right, mr Alex Wester? We did have a deal, and I'm sure you won't break it for the sake of a bunch of maggots like these.",
GlaciesVillage_ValerieAndJonathQuestion_0,Dialogue,"I'm not moving from here until I get some answers. Why did you do this, Valerie!?",
GlaciesVillage_ValerieAndJonathAttack_0,Dialogue,"""Regardless of the reason, you took a man's life before checking whether he's guilty or not. I can't leave a loose cannon like you running around."" *Shatter Valerie's Energy Core*",
GlaciesVillage_ValerieAndJonathRefuse_0,Dialogue,"""I refuse to play along with this farce."" *Leave the tavern*",
GlaciesVillage_ValerieAndJonathQuestion_10,Dialogue,"I'm not moving from here until I get some answers. Why did you do this, Valerie!?"" Alex asked as he stood between the girl and the angry mob. ""Is it about Jonath's ability? You reacted instinctively and-",
GlaciesVillage_ValerieAndJonathQuestion_20,Dialogue,"Don't be ridiculous!"" Valerie's angry shout cut through the room. ""Do you imply that a man just lost his life because some stupid girl got frightened? What you just witnessed was a swift judgment and execution of the Glacies. If you take any issue with what just happened, speak up, or don't ever question me again.",
GlaciesVillage_ValerieAndJonathAttack_10,Dialogue,"""Regardless of the reason, you took a man's life before checking whether he's guilty or not. I can't leave a loose cannon like you running around,"" Alex said as he channeled energy through his palm, and smashed it right into Valerie's solar plexus. Whether due to surprise or some other factor, the girl did not offer much resistance.",
GlaciesVillage_ValerieAndJonathAttack_20,Dialogue,"So... you're going to just take my only means of self-defense... and leave this place without a care in the world?"" Valerie said despite the pain. ""Happy that you did not kill anyone. Satisfied that you were able to remain a 'good person',"" Valerie added, her tone of voice turning venomous. ""Filthy coward. Hypocrite. At least have the guts to get your hands dirty and finish what you started.",
GlaciesVillage_ValerieAndJonathAttack_30,Dialogue,"Don't get me wrong,"" Alex replied with a stern expression. ""I'm not qualified to decide who gets to live or die. The most I can trust myself with is deciding who is a danger to others, and removing that danger.",
GlaciesVillage_ValerieAndJonathAttack_40,Dialogue,"Now that you've weakened the wench, move over!"" shouted one of the men, now freed from Valerie's ice. ""I have my own 'judgment' I need to apply to her posthaste!",
GlaciesVillage_ValerieAndJonathAttack_50,Dialogue,"It's not up to you to decide her punishment,"" Alex said as he refused to move. ""Gerrald is in the area; he should be the right person for determining how to proceed from here. Or what, are you going to take a page from the Glacies' playbook and start playing judge, jury and executioner?",
GlaciesVillage_ValerieAndJonathAttack_60,Dialogue,"Don't compare me to those filth,"" the man said and shot Alex a hateful glare, but did not take another step forward. He then turned towards one of his friends and said, ""Bern, go look for mister Gerrald. We need to make sure Jonath's murderer doesn't escape unscathed.",
GlaciesVillage_ValerieAndJonathRefuse_10,Dialogue,"""I refuse to play along with this farce,"" Alex said as he turned his steps towards the exit.",
GlaciesVillage_ValerieAndJonathRefuse_20,Dialogue,"Are you going to just leave me like this, coward!?"" Valerie snapped back at him once she saw that Alex was being serious. ""He might be an asshole, but at least Gerrald did not hesitate once he saw what needed to be done!",
GlaciesVillage_ValerieAndJonathRefuse_30,Dialogue,"""In that case, call Gerrald,"" Alex said as he shrugged his shoulders. ""If what you're claiming is true, then he won't hesitate to put a bullet through your head,"" Alex added as he once again turned towards the exit, this time not heeding Valerie's voice resounding behind him.",
GlaciesVillage_ValerieAndJonath_80,Dialogue,"In the end, the incident ended on a completely unsatisfying note. Valerie kept on insisting she was punishing Jonath for his 'haphazard mind-control', which forced Gerrald's hand. In the end, she ended up in Glacies prison for the forseeable future. ",
GlaciesVillage_ValerieAndJonath_90,Dialogue,"Although his goal was accomplished, the situation still left a bitter taste in Alex's mouth. ""At least this whole fiasco will end up being rewinded in the final cycle,"" Alex said as he let out a weary sigh.",
GlaciesVillage_Cycle3Intro_0,Dialogue,"Ah, there you are,"" Gerrald said once he noticed Alex approaching. ""Judging from your expression, you're hopeful that in this 'final try', you'll be able to avoid any awful incidents like the one from previous cycle.",
GlaciesVillage_Cycle3Intro_10,Dialogue,"Well, yeah,"" Alex said, taken somewhat off-guard by Gerrald's candid attitude. ""I don't know why Valerie reacted like that back then, but as long as I solve Jonath's issue first-",
GlaciesVillage_Cycle3Intro_20,Dialogue,"Unfortunately, the 'Shadow' made sure you'll have bigger things to worry about in this cycle,"" Gerrald said as he shook his head. ""Seems like he spoke to Valerie and filled her head with a bunch of troublesome ideas. If you don't stop her, she's going to wipe this whole village out of existence.",
GlaciesVillage_Cycle3Intro_30,Dialogue,"What!?"" Alex shouted in disbelief. ""Then what are you doing, just standing here!?",
GlaciesVillage_Cycle3Intro_40,Dialogue,"""A crisis can also be an opportunity, you know?"" Gerrald said, completely undisturbed by Alex's angry outburst. ""I was wondering how to further your Glacies energy this time around, and just the right kind of crisis presented itself! How could I possibly not make use of it?"" Gerrald said, a carefree smile no doubt hiding behind his mask.",
GlaciesVillage_Cycle3Intro_50,Dialogue,"Are you insane!?"" Alex shouted once again. ""Don't you realize this is our last chance to achieve a satisfying outcome? If anything goes wrong this time around, there will be no way to fix it!",
GlaciesVillage_Cycle3Intro_60,Dialogue,"Well, in that case, I sure hope you don't mess up,"" Gerrald said as he shrugged his shoulders without a care in the world. ""Valerie is currently in the depths of the nearby ice caverns. She's trying to awaken something ominous, so I would hurry up if I were you.",
GlaciesVillage_Cycle3Intro_70,Dialogue,"""Thanks for nothing,"" Alex said as he could not stop himself from voicing a complaint before directing his steps in the direction that Gerrald pointed towards.",
GlaciesVillage_ValeriePreBossFight_0,Dialogue,"As Alex reached the end of the cave, he could see Valerie fiddling with some kind of ancient artefact. He tried approaching her, but was stopped dead in his tracks by a barrier of icicles blocking his path. ""Oh, sorry about that. But I can't have anyone interrupting me before I'm ready,"" Valerie said as showed Alex a sad yet determined smile.",
GlaciesVillage_ValeriePreBossFight_10,Dialogue,What exactly are you trying to accomplish here?,
